75	0	2.903365893	0.175800422
75	-100	2.564516076	-0.290510335
75	-125	2.290194146	-2.70E-02
75	-150	-0.363436479	0.699754572
75	-175	3.3354796	-0.403684745
75	-200	2.653884484	-0.277624409
75	-250	2.709942778	-0.243436538
75	-25	2.83675228	-0.48533241
75	-275	2.506934921	-3.36E-02
75	-300	2.342263381	-0.185720189
75	-325	2.336410799	-0.213921939
75	-350	2.261274587	-0.338041073
75	-375	2.252155226	-0.396335725
75	-400	2.22614581	-0.501779496
75	-425	2.145067147	-0.661828693
75	-450	2.220304525	-0.883340467
75	-50	2.898024685	1.64E-03
75	-75	2.911689147	7.20E-02
75	100	2.91774711	-7.83E-02
75	125	2.739861834	-0.1746671
75	200	2.85014302	-0.351596898
75	225	3.041349894	-3.13E-02
75	250	3.021921946	-0.475400555
75	25	2.917837209	0.194297447
75	275	2.983922023	0.246742251
75	300	2.827623501	9.76E-02
75	325	2.61481573	-0.131995613
75	350	2.47280773	0.234927232
75	375	2.383301675	0.252739632
75	400	2.224553763	0.340207722
75	425	2.111141972	0.340494703
75	450	2.020323668	0.364954716
75	50	2.940749186	-5.24E-03
75	75	2.951057505	-7.95E-02
125 	0 	2.8699 	0.1750 
125 	-100 	2.3628 	-0.2038 
125 	-125 	2.3940 	-0.0042 
125	-150	2.717841702	0.41130551
125	-175	3.266780164	-0.587678689
125	-200	4.104829725	-0.473983396
125	-225	4.347819885	-0.459620378
125	-250	4.505772661	-0.461874655
125	-25	2.648130039	-0.373039012
125	-275	4.514529498	-0.561013128
125	-300	4.36070884	-0.85562044
125	-325	4.36932182	-1.074365199
125	-350	4.268379096	-1.414740498
125	-375	4.069517062	-1.775024537
125	-400	3.525831313	-1.898094825
125	-425	2.810717325	-1.722343594
125	-450	-1.160609518	-0.849715124
125	-50	2.63809622	-0.339419899
125	-75	2.690230681	-0.205024179
125	100	2.899180357	-4.66E-02
125	125	2.586420306	-0.148044329
125	200	2.045087878	0.279022657
125	225	2.589641417	-0.279394831
125	250	2.513795842	0.156712685
125	25	2.847643894	0.259910647
125	275	2.36415959	0.2153483
125	300	2.294224869	0.198627759
125	325	2.291089951	0.324972158
125	350	2.240759935	0.41237648
125	375	2.152886415	0.435219857
125	400	2.063583456	0.55709697
125	425	1.773878981	0.638819696
125	450	0.788219367	0.311714951
125	50	2.914817251	-0.156207765
