75	0
75	-100
75	-125
75	-150
75	-175
75	-200
75	-250
75	-25
75	-275
75	-300
75	-325
75	-350
75	-375
75	-400
75	-425
75	-450
75	-50
75	-75
75	100
75	125
75	200
75	225
75	250
75	25
75	275
75	300
75	325
75	350
75	375
75	400
75	425
75	450
75	50
75	75
125 	0 
125 	-100 
125 	-125 
125	-150
125	-175
125	-200
125	-225
125	-250
125	-25
125	-275
125	-300
125	-325
125	-350
125	-375
125	-400
125	-425
125	-450
125	-50
125	-75
125	100
125	125
125	200
125	225
125	250
125	25
125	275
125	300
125	325
125	350
125	375
125	400
125	425
125	450
125	50
125	75
175	0
175	-100
175	-125
175	-150
175	-175
175	-200
175	-225
175	-250
175	-25
175	-275
175	-300
175	-325
175	-350
175	-375
175	-400
175	-425
175	-450
175	-50
175	-75
175	100
175	125
175	200
175	225
175	250
175	25
175	275
175	300
175	325
175	350
175	375
175	400
175	425
175	450
175	50
175	75
225	0
225	-100
225	-125
225	-150
225	-175
225	-200
225	-225
225	-250
225	-25
225	-275
225	-300
225	-325
225	-350
225	-375
225	-400
225	-425
225	-450
225	-50
225	-75
225	100
225	125
225	150
225	175
225	200
225	225
225	250
225	25
225	275
225	300
225	325
225	350
225	375
225	400
225	425
225	450
225	50
225	75
275	0
275	-100
275	-125
275	-150
275	-175
275	-200
275	-225
275	-250
275	-25
275	-275
275	-300
275	-325
275	-350
275	-375
275	-400
275	-450
275	-50
275	-75
275	100
275	125
275	150
275	175
275	200
275	225
275	250
275	25
275	275
275	300
275	325
275	350
275	375
275	400
275	425
275	450
275	50
275	75
325	0
325	-100
325	-125
325	-150
325	-175
325	-200
325	-225
325	-250
325	-25
325	-275
325	-300
325	-325
325	-350
325	-375
325	-400
325	-425
325	-450
325	-50
325	-75
325	100
325	125
325	150
325	175
325	200
325	225
325	250
325	25
325	275
325	300
325	325
325	350
325	375
325	400
325	425
325	450
325	50
325	75
375	0
375	-100
375	-125
375	-150
375	-175
375	-200
375	-225
375	-250
375	-25
375	-275
375	-300
375	-325
375	-350
375	-375
375	-400
375	-425
375	-450
375	-50
375	-75
375	100
375	125
375	150
375	175
375	200
375	225
375	250
375	25
375	275
375	300
375	325
375	350
375	375
375	400
375	425
375	450
375	50
375	75
425	0
425	-100
425	-125
425	-150
425	-175
425	-200
425	-225
425	-250
425	-25
425	-275
425	-300
425	-325
425	-350
425	-375
425	-400
425	-425
425	-450
425	-50
425	-75
425	100
425	125
425	150
425	175
425	200
425	225
425	250
425	25
425	275
425	300
425	325
425	350
425	375
425	400
425	425
425	450
425	50
425	75
475	0
475	-100
475	-125
475	-150
475	-175
475	-200
475	-225
475	-250
475	-25
475	-275
475	-300
475	-325
475	-350
475	-375
475	-400
475	-425
475	-450
475	-50
475	-75
475	100
475	125
475	150
475	175
475	200
475	225
475	250
475	25
475	275
475	300
475	325
475	350
475	375
475	400
475	425
475	450
475	50
475	75
525	0
525	-100
525	-125
525	-150
525	-175
525	-200
525	-225
525	-250
525	-25
525	-275
525	-300
525	-325
525	-350
525	-375
525	-400
525	-425
525	-450
525	-50
525	-75
525	100
525	125
525	150
525	175
525	200
525	225
525	250
525	25
525	275
525	300
525	325
525	350
525	375
525	400
525	425
525	50
525	75
575	0
575	-100
575	-125
575	-150
575	-175
575	-200
575	-225
575	-250
575	-25
575	-275
575	-300
575	-325
575	-350
575	-375
575	-400
575	-425
575	-450
575	-50
575	-75
575	100
575	125
575	150
575	175
575	200
575	225
575	250
575	25
575	275
575	300
575	325
575	350
575	375
575	400
575	425
575	50
575	75
625	0
625	-100
625	-125
625	-150
625	-175
625	-200
625	-225
625	-250
625	-25
625	-275
625	-300
625	-325
625	-350
625	-375
625	-400
625	-425
625	-450
625	-50
625	-75
625	100
625	125
625	150
625	175
625	200
625	225
625	250
625	25
625	275
625	300
625	325
625	350
625	375
625	400
625	425
625	50
625	75
675	0
675	-100
675	-125
675	-150
675	-175
675	-200
675	-225
675	-250
675	-25
675	-275
675	-300
675	-325
675	-350
675	-375
675	-400
675	-425
675	-450
675	-50
675	-75
675	100
675	125
675	150
675	175
675	200
675	225
675	250
675	25
675	275
675	300
675	325
675	350
675	375
675	400
675	425
675	50
675	75
725	0
725	-100
725	-125
725	-150
725	-175
725	-200
725	-225
725	-250
725	-25
725	-275
725	-300
725	-325
725	-350
725	-375
725	-400
725	-425
725	-450
725	-50
725	-75
725	100
725	125
725	150
725	175
725	200
725	225
725	250
725	25
725	275
725	300
725	325
725	350
725	375
725	400
725	425
725	50
725	75
775	0
775	-100
775	-125
775	-150
775	-175
775	-200
775	-225
775	-250
775	-25
775	-275
775	-300
775	-325
775	-350
775	-375
775	-400
775	-425
775	-450
775	-50
775	-75
775	100
775	125
775	150
775	175
775	200
775	225
775	250
775	25
775	275
775	300
775	325
775	375
775	400
775	425
775	50
775	75
